,id,name,slug,powerstats_intelligence,powerstats_strength,powerstats_speed,powerstats_durability,powerstats_power,powerstats_combat,appearance_gender,appearance_race,appearance_height,appearance_weight,appearance_eyeColor,appearance_hairColor,biography_fullName,biography_alterEgos,biography_aliases,biography_placeOfBirth,biography_firstAppearance,biography_publisher,biography_alignment,work_occupation,work_base,connections_groupAffiliation,connections_relatives,images_xs,images_sm,images_md,images_lg
228,315,Hawkgirl,315-hawkgirl,50,28,53,99,96,72,Female,,"[""5'9"", '175 cm']","['135 lb', '61 kg']",Green,Red,Kendra Saunders,No alter egos found.,"['Chay-Ara; Sheila Carr; Lady Celia Penbrook', 'Kate Manser; Shiera Sanders']",-,JSA Secret Files #1 (August 1999),DC Comics,good,"Adventurer, Film School Student, Temp Curator of the Stonechat Museum","St. Roch, Louisiana, JLA Watchtower; formerly Manhattan, New York (as a member of the JSA)","Justice League of America, formerly a member of the JSA, Birds of Prey","Michael Saunders (father, deceased); Trina Saunders (mother, deceased); Cyril ""Speed"" Saunders (grandfather); Mia Saunders (daughter); Shiera Hall (Hawkgirl, great-aunt, deceased); Carter Hall (Hawkman, great-uncle); Hector Hall (Dr. Fate, 2nd cousin); Northwind (cousin through adoption); Hippolyta Hall (Fury, cousin through marriage); Sandman (Daniel Hall, 3rd cousin), Death, Destiny, Destruction, Delirium, Desire (3rd cousins)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/315-hawkgirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/315-hawkgirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/315-hawkgirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/315-hawkgirl.jpg
229,320,Heat Wave,320-heat-wave,38,10,17,45,27,30,Male,Human,"[""5'11"", '180 cm']","['179 lb', '81 kg']",Blue,No Hair,Mick Rory,No alter egos found.,['Rory Calhoun'],-,"Flash #140 (November, 1963)",DC Comics,bad,Professional Criminal,Central City,"Rogues; formerly Secret Society of Super-Villains, Legion of Doom",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/320-heat-wave.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/320-heat-wave.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/320-heat-wave.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/320-heat-wave.jpg
230,321,Hela,321-hela,63,100,46,100,100,45,Female,Asgardian,"[""7'0"", '213 cm']","['500 lb', '225 kg']",Green,Black,,No alter egos found.,['Goddess of Death'],-,Journey into Mystery #102,Marvel Comics,bad,"Asgardian Goddess of Death, former Ruler of Hel and Niffleheim",-,-,"Loki (father), Thor (Uncle)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/321-hela.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/321-hela.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/321-hela.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/321-hela.jpg
231,322,Hellboy,322-hellboy,63,53,21,95,73,75,Male,Demon,"[""8'6"", '259 cm']","['350 lb', '158 kg']",Gold,Black,Anung Un Rama,No alter egos found.,"['World Destroyer', 'The Great Beast']",-,"Dime Press #4 (May 1, 1993)",Dark Horse Comics,good,-,-,"Abe Sapien, Liz Sherman, Roger the Homunculus, Savage Dragon, the Goon, Batman, Starman, Ghost, Painkiller Jane, Lobster Johnson, Torch of Liberty","Catherine Tanner-Tremaine (mother, deceased), two unnamed maternal half-siblings (deceased), Professor Trevor Bruttenholm (foster father)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/322-hellboy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/322-hellboy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/322-hellboy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/322-hellboy.jpg
232,323,Hellcat,323-hellcat,63,11,33,45,46,70,Female,Human,"[""5'8"", '173 cm']","['135 lb', '61 kg']",Blue,Red,Patricia Walker,No alter egos found.,"['Patsy Walker', 'Patricia Hellstrom', 'The Cat']","Centerville, CA USA","Avengers #144 (February, 1976)",Marvel Comics,good,"Housemaker, model, adventurer, supernatural investigator","San Francisco, CA USA","Formerly Alaskan-based Initiative agent, Lady Liberators, Avengers, Defenders, Legion of the Unliving","Joshua Walker (father), Dorothy Walker (mother, deceased), Sophia (maternal aunt), Bea (step-mother), Mickey Walker (brother), Robert ""Buzz"" Baxter (aka Mad-Dog, ex-husband), Daimon Hellstrom (aka Hellstorm, ex-husband), Percy Walker",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/323-hellcat.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/323-hellcat.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/323-hellcat.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/323-hellcat.jpg
233,325,Hercules,325-hercules,63,100,46,85,89,100,Male,Demi-God,"[""6'5"", '196 cm']","['325 lb', '146 kg']",Blue,Brown,Heracles,No alter egos found.,"['Spider-Herc', 'The Lion of Olympus', 'The Defender of Olympus', 'The Scion of Olympus', 'Prince of Power', 'Alcaeus', 'Herakles', 'Herc', 'Harry Cleese', 'Victor Tegler', 'Agent 74']","Thebes, Greece",-,Marvel Comics,good,"Adventurer, Olympian God of Strength and Labor, later Olympian God of Heroes","Brooklyn; formerly Infinite Avengers Mansion, Mount Olympus, Avengers Mansion, Hydrobase","Formerly God Squad, Council of Godheads, Olympia Corp., Mighty Avengers, Renegades, Secret Avengers, Avengers, Champions of Los Angeles, Defenders, Heroes for Hire, Damage Control, Olympian Gods, Argonauts, Defenders for a Day",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/325-hercules.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/325-hercules.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/325-hercules.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/325-hercules.jpg
234,327,Hit-Girl,327-hit-girl,56,7,29,20,27,65,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-,Mindy McCready,No alter egos found.,"['Hit Girl', 'Hitgirl']",-,-,Icon Comics,good,-,-,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/327-hit-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/327-hit-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/327-hit-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/327-hit-girl.jpg
235,330,Hope Summers,330-hope-summers,63,10,12,32,93,75,Female,,"[""5'6"", '168 cm']","['106 lb', '48 kg']",Green,Red,Hope Summers,No alter egos found.,"['Mutant Messiah', 'Messiah Child', 'Hub', 'Throat Slicer', 'Little Girl', 'Little Momma']",-,X-Men Vol 2 #205 (2008),Marvel Comics,good,-,-,"X-Men, formerly Cable","Louise Spalding (mother, deceased), unknown biological father, Mrs. Spalding (maternal grandmother), Cable (adoptive father, deceased), Hope (adoptive mother, deceased), Cyclops (adoptive grandfather), Red Queen / Phoenix (adoptive grandmothers, deceased?), X-Man (adoptive uncle), Marvel Girl (adoptive aunt), Havok (adoptive granduncle), Vulcan (adoptive granduncle, deceased), Deathbird (adoptive grandaunt)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/330-hope-summers.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/330-hope-summers.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/330-hope-summers.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/330-hope-summers.jpg
236,332,Hulk,332-hulk,88,100,63,100,98,85,Male,Human / Radiation,"[""8'0"", '244 cm']","['1400 lb', '630 kg']",Green,Green,Bruce Banner,No alter egos found.,"['Annihilator', 'Captain Universe', 'Joe Fixit', 'Mr. Fixit', 'Mechano', 'Professor', 'Jade Jaws', 'Golly Green Giant']","Dayton, Ohio","Incredible Hulk #1 (May, 1962)",Marvel Comics,good,"Nuclear physicist, Agent of S.H.I.E.L.D.","(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico","Defenders, former leader of the new Hulkbusters, member of the Avengers, Pantheon, Titans Three, the Order, Hulkbusters of Counter-Earth-Franklin, alternate Fantastic Four","Betty Ross Talbot Banner (wife), Brian Banner (father, apparently deceased), Rebecca Banner (mother, deceased), Morris Walters (uncle), Elaine Banner Walters (aunt, deceased), Jennifer Walters (She-Hulk, cousin), Thaddeus E. 'Thunderbolt' Ross (father",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/332-hulk.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/332-hulk.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/332-hulk.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/332-hulk.jpg
237,333,Human Torch,333-human-torch,63,11,63,70,87,42,Male,Human / Radiation,"[""5'10"", '178 cm']","['170 lb', '77 kg']",Blue,Blond,Johnny Storm,No alter egos found.,"['Matchstick Johnny', 'Doug Brown']","Glenville, Long Island, New York",Fantastic Four #1 (1961),Marvel Comics,good,Adventurer,"Pier Four, New York City",Fantastic Four,"Susan Richards - Invisible Woman (sister), Franklin Richards (nephew), Reed Richards - Mister Fantastic (brother-in-law) Lyja (ex-wife)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/333-human-torch.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/333-human-torch.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/333-human-torch.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/333-human-torch.jpg
238,334,Huntress,334-huntress,69,10,23,28,34,95,Female,,"[""5'11"", '180 cm']","['130 lb', '59 kg']",Blue,Black,Helena Rosa Bertinelli,Batgirl III,"['Batgirl', 'Sicilian', 'Mafia Princess']",-,Huntress #1 (April 1989),Batgirl III,good,Vigilante; High school English teacher,Mobile; primarily Gotham City and Metropolis,"Batman Family, Birds of Prey, formerly Checkmate, Justice League of America, Outsiders","Giuseppe Bertinelli (great-grandfather; deceased), Alfredo Bertinelli (grandfather; deceased), Franco Bertinelli (father; deceased), Maria Panessa Bertinelli (mother; deceased), Santo Cassamento (biological father; deceased), Pino Bertinelli (brother; deceased), Freddy Caldone (cousin; deceased), Tomaso Panessa (uncle), Graziella Panessa (aunt), Monica Simonetta Panessa (cousin), Claudio Panessa (cousin; deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/334-huntress.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/334-huntress.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/334-huntress.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/334-huntress.jpg
239,335,Husk,335-husk,63,63,35,78,48,64,Female,Mutant,"[""5'7"", '170 cm']","['128 lb', '58 kg']",Blue,Blond,Paige Elisabeth Guthrie,No alter egos found.,['Hayseed'],"Cumberland, Kentucky","Rom Annual #3 (November, 1984)",Marvel Comics,good,"Adventurer; formerly student, activist","Base of operations unknown; formerly Xavier Institute, Salem Center, Westchester County, New York","X-Men, X-Corp, Generation X","Thomas Zebulon Guthrie (father,deceased),Lucinda Guthrie (mother),Samuel Zachery Guthrie (brother,Cannonball),Joshua 'Jay' Guthrie (brother,Icarus),Joella Guthrie (sister),Elizabeth Guthrie (sister),Melody Guthrie (sister),Jeb Guthrie (brother),Lewis Guth",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/335-husk.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/335-husk.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/335-husk.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/335-husk.jpg
240,336,Hybrid,336-hybrid,63,63,58,75,100,80,Male,Symbiote,"[""5'9"", '175 cm']","['172 lb', '77 kg']",Brown,Black,Scott Washington,No alter egos found.,"['Guardsman Number Six', 'Terror of Brooklyn', 'Riot ,Phage ', 'Lasher', 'Agony']","Bedford-Stuyvesant, Brooklyn, New York City",Venom Along Came A Spider #2 (as Hybrid),Marvel Comics,good,-,"Bedford-Stuyvesant, Brooklyn, New York City, New York","New Warriors, Guardsmen, NYPD","Unnamed mother, Derek Washington (brother, deceased), Hybrid (""former symbiote"", defused)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/336-hybrid.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/336-hybrid.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/336-hybrid.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/336-hybrid.jpg
241,337,Hydro-Man,337-hydro-man,38,13,25,80,66,50,Male,,"[""6'2"", '188 cm']","['265 lb', '119 kg']",Brown,Brown,Morris Bench,No alter egos found.,['Morrie'],"Bronx, New York","Amazing Spider-Man #212 (January, 1981)",Marvel Comics,bad,Professional Criminal; former crewman of cargo ship,-,"Member of the Masters of Evil; formerly Sinister Syndicate; Frightful Four, Sinister Six, Sinister Twelve",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/337-hydro-man.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/337-hydro-man.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/337-hydro-man.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/337-hydro-man.jpg
242,338,Hyperion,338-hyperion,88,100,100,95,87,80,Male,Eternal,"[""6'0"", '183 cm']","['460 lb', '207 kg']",Blue,Red,Mark Milton,No alter egos found.,"['Mark Milton', 'Zhib-Ran', 'Mr. Kant', 'Marcus Milton']",-,Avengers #85,Marvel Comics,good,"Adventurer; (Formerly) Cartoonist, government agent",-,"Squadron Supreme, (Formerly) Star Masters, ally of Exiles",Mr. and Mrs. Hamilton (foster parents),https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/338-hyperion.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/338-hyperion.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/338-hyperion.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/338-hyperion.jpg
243,339,Iceman,339-iceman,63,32,53,100,100,64,Male,Mutant,"[""5'8"", '173 cm']","['145 lb', '65 kg']",Brown,Brown,Bobby Drake,No alter egos found.,"['Bobby Drake', 'Mister Friese', 'Drake Roberts', 'Rampage', 'Frozen One', 'Iceface']","Fort Washington, Long Island, New York",X-Men #1,Marvel Comics,good,"Adventurer, formerly teacher, accountant, student",-,"X-Men (Jean Grey School member, founding member); formerly Murder Circus (brainwashed), Excelsiors (squad leader), The Twelve, X-Factor/X-Terminators (founding member), Chosen (Dualers), Secret Defenders, Defenders, Champions (founder and founding member)","William Robert Drake (father), Madeline Beatrice Bass Drake (mother), Mary (cousin), Joel (cousin), Anne (aunt)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/339-iceman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/339-iceman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/339-iceman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/339-iceman.jpg
244,340,Impulse,340-impulse,50,10,100,60,74,60,Male,Human,"[""5'7"", '170 cm']","['145 lb', '65 kg']",Yellow,Auburn,Bartholomew Allen II,"Flash IV, Kid Flash II","['Flash IV', 'Kid Flash II']",-,"Flash Vol 2 #92 (July, 1994)",Flash IV,good,"Adventurer, Student","San Francisco, formerly Los Angeles, Keystone City, Manchester, Alabama","Flash Family, Teen Titans, formerly Legion of Super-Heroes, Young Justice","Don Allen (father), Meloni Thawne (mother), Barry Allen (grandfather), Iris West-Allen (grandmother), President Thawne (grandfather), Captain Boomerang (Owen Mercer) (half-brother), Allen Family",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/340-impulse.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/340-impulse.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/340-impulse.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/340-impulse.jpg
245,341,Indiana Jones,341-indiana-jones,69,10,17,30,19,30,Male,Human,"[""6'0"", '183 cm']","['176 lb', '79 kg']",-,-,Indiana Jones,No alter egos found.,['Indy'],"Princeton, New Jersey",Raiders of the Lost Ark (1981),George Lucas,good,Archaeologist,-,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/341-indiana-jones.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/341-indiana-jones.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/341-indiana-jones.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/341-indiana-jones.jpg
246,342,Indigo,342-indigo,75,63,50,50,100,50,Female,Alien,"['-', '0 cm']","['- lb', '0 kg']",-,Purple,Iroque,No alter egos found.,['Indigo-1'],-,"Green Lantern Vol 4 #25 (January, 2008)",DC Comics,neutral,Leader of the Indigo Tribe,-,Indigo Tribe; formerly the New Guardians,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/342-indigo.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/342-indigo.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/342-indigo.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/342-indigo.jpg
247,343,Ink,343-ink,38,28,17,40,73,50,Male,Mutant,"[""5'11"", '180 cm']","['180 lb', '81 kg']",Blue,No Hair,Eric Gitter,No alter egos found.,['-'],-,"Young X-Men #1 (May, 2008)",Marvel Comics,good,-,-,"Formerly X-Men, Young X-Men",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/343-ink.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/343-ink.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/343-ink.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/343-ink.jpg
248,344,Invisible Woman,344-invisible-woman,88,10,27,85,93,56,Female,Human / Radiation,"[""5'6"", '168 cm']","['120 lb', '54 kg']",blue,Blond,Susan Storm Richards,No alter egos found.,['Invisible Girl'],"Glenville, Long Island, New York",FANTASTIC FOUR #1,Marvel Comics,good,"Member of the Fantastic Four, financial manager for Fantastic Four Inc, occasional model and actress","Pier Four, New York City","Fantastic Four, formerly; Secret Avengers, Avengers, Brides of Set, Pawns of Death","Reed Richards (Mister Fantastic, husband), Franklin Richards (son), Valeria Richards (daughter), Johnny Storm (Human Torch, brother), Franklin Storm (father, deceased), Mary Storm (mother, deceased), Marygay Jewel Dinkins (aunt), ""Bones"" (cousin), Evelyn Richards (mother-in-law, deceased), Nathaniel Richards (father-in-law), Cassandra Richards (Warlord, mother-in-law, deceased), unnamed child of Nathaniel Richards (brother-in-law), Tara Richards (Huntara, sister-in-law), Kristoff Vernard (alleged brother-in-law), Lyja (sister-in-law)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/344-invisible-woman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/344-invisible-woman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/344-invisible-woman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/344-invisible-woman.jpg
249,345,Iron Fist,345-iron-fist,75,55,33,50,95,100,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",Blue,Blond,Danny Rand,No alter egos found.,"['Daredevil', 'Daniel Thomas Rand', 'the Living Weapon', 'Young Dragon', 'Danny Rand']",-,Marvel Premiere #15 (May 1974),Marvel Comics,good,"Adventurer; formerly co-owner of Rand-Meachum, Inc., bodyguard, private investigator, research assistant, warrior",New York,"New Avengers, Heroes for Hire, Inc., Secret Defenders, Defenders, Misty Knight, Luke Cage","Wendell Rand-K'ai (father, deceased), Heather Duncan Rand (mother, deceased), Yu-Ti (adopted uncle), Miranda Rand-K'ai (half-sister), Lord Tuan (adopted paternal grandfather, deceased), Lady Ming (adopted paternal grandmother, deceased), Thomas Duncan (maternal grandfather)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/345-iron-fist.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/345-iron-fist.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/345-iron-fist.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/345-iron-fist.jpg
250,346,Iron Man,346-iron-man,100,85,58,85,100,64,Male,Human,"[""6'6"", '198 cm']","['425 lb', '191 kg']",Blue,Black,Tony Stark,No alter egos found.,"['Iron Knight', 'Hogan Potts', 'Spare Parts Man', 'Cobalt Man II', 'Crimson Dynamo', 'Ironman']","Long Island, New York","Tales of Suspence #39 (March, 1963)",Marvel Comics,good,"Inventor, Industrialist; former United States Secretary of Defense","Seattle, Washington","Avengers, Illuminati, Stark Resilient; formerly S.H.I.E.L.D., leader of Stark Enterprises, the Pro-Registration Superhero Unit, New Avengers, Mighty Avengers, Hellfire Club, Force Works, Avengers West Coast, United States Department of Defense.","Howard Anthony Stark (father, deceased), Maria Stark (mother, deceased), Morgan Stark (cousin), Isaac Stark (ancestor)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/346-iron-man.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/346-iron-man.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/346-iron-man.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/346-iron-man.jpg
251,347,Iron Monger,347-iron-monger,88,63,25,90,57,56,Male,,"['-', '0 cm']","['4230 lb', '2 tons']",Blue,No Hair,Obadiah Stane,No alter egos found.,['-'],-,-,Marvel Comics,bad,CEO Stane International,-,Stane International,"Zebediah (father, deceased), unnamed mother (deceased), Ezekiel Stane (son)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/347-iron-monger.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/347-iron-monger.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/347-iron-monger.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/347-iron-monger.jpg
252,348,Isis,348-isis,75,48,75,46,50,56,Female,,"['-', '0 cm']","['- lb', '0 kg']",-,-,Adrianna Tomaz,No alter egos found.,['-'],-,(as Adrianna) 52 Week Three; (as Isis) 52 Week Twelve,DC Comics,good,"Adventurer, formerly First Lady of Kahndaq, former slave","Shiruta, Kahndaq",Black Marvel Family,"Amon Tomaz (brother, deceased), Black Adam (husband)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/348-isis.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/348-isis.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/348-isis.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/348-isis.jpg
253,350,Jack of Hearts,350-jack-of-hearts,63,55,100,30,77,30,Male,Human,"[""5'1"", '155 cm']","['175 lb', '79 kg']",Blue / White,Brown,Jonathan Hart,No alter egos found.,['-'],"New Haven, Connecticut","Deadly Hands of Kung Fu #22 (March, 1976)",Marvel Comics,good,Adventurer,Avengers Mansion,"Avengers, Defenders for a Day","Philip (father, deceased), Marie (mother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/350-jack-of-hearts.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/350-jack-of-hearts.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/350-jack-of-hearts.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/350-jack-of-hearts.jpg
254,351,Jack-Jack,351-jack-jack,6,34,67,80,100,6,Male,Human,"[""2'4"", '71 cm']","['30 lb', '14 kg']",Blue,Brown,Jack-Jack Parr,No alter egos found.,['-'],-,"The Incredibles (Movie, 2004)",Dark Horse Comics,good,-,-,"Incredible Family (genetic member), National Supers Agency (ties), Edna Mode (receives costumes and gadgets from her), Frozone (long-time friend)","Robert Parr(Mr Incredible, father), Helen Parr (Elastigirl, mother), Violet Parr(Violet, sister), Dashiell Parr (Dash, brother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/351-jack-jack.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/351-jack-jack.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/351-jack-jack.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/351-jack-jack.jpg
255,352,James Bond,352-james-bond,88,13,17,35,25,90,Male,Human,"[""6'0"", '183 cm']","['- lb', '0 kg']",blue,Blond,James Bond,No alter egos found.,"['007', 'Commander Bond']",-,"Casino Royale, 1953 novel",Titan Books,good,00 Agent,London,"Secret Intelligence Service, MI6, C.I.A., Royal Navy","Andrew Bond (father), Monique Delacroix (mother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/352-james-bond.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/352-james-bond.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/352-james-bond.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/352-james-bond.jpg
